competition,player.url,id,slug,player_name,nickname,firstname,lastname,gender,date_of_birth,place_of_birth,weight,height,international,twitter,instagram,country,team,team.shortname,team.foundation,team.shield,shirt_number,position,photo,stadium,stadium.image,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,away_goals,backward_passes,blocked_shots,blocks,catches,clean_sheets,clearances_off_the_line,corners_taken_incl_short_corners,corners_won,crosses_not_claimed,drops,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,gk_successful_distribution,gk_unsuccessful_distribution,assists,goalkeeper_smother,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,index,interceptions,key_passes_attempt_assists,last_man_tackle,left_foot_goals,leftside_passes,offsides,open_play_passes,other_goals,own_goal_scored,penalties_conceded,penalties_faced,penalties_off_target,penalties_saved,penalties_taken,penalty_goals,penalty_goals_conceded,punches,putthrough_blocked_distribution,putthrough_blocked_distribution_won,recoveries,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,saves_made_caught,saves_made_from_inside_box,saves_made_from_outside_box,saves_made_parried,second_goal_assists,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,starts,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_crosses_open_play,successful_dribbles,successful_fifty_fifty,successful_launches,successful_layoffs,successful_long_passes,successful_open_play_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,throw_ins_to_opposition_player,throw_ins_to_own_player,minutes_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_losses_of_possession,total_passes,red_cards,total_shots,total_successful_passes_excl_crosses_corners,total_tackles,total_touches_in_opposition_box,total_unsuccessful_passes_excl_crosses_corners,touches,unsuccessful_corners_into_box,unsuccessful_crosses_corners,unsuccessful_crosses_open_play,unsuccessful_dribbles,unsuccessful_launches,unsuccessful_layoffs,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
LaLiga Santander,https://www.laliga.com/en-ES/player/soro,8732,soro,Alberto Soro,Soro,Alberto,Soro,male,1999-03-09T00:00:00+00:00,Ejea de los Caballeros,64.0,173.0,False,,,ES,Granada CF,GRA,1931-01-01T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/granada.png,7.0,Midfielder,https://assets.laliga.com/squad/2021/t5683/p463182/512x556/p463182_t5683_2021_1_001_000.png,Nuevo Los Cármenes,https://assets.laliga.com/assets/2019/08/07/medium/4de53714b029bf44d86c53bd0d6835d3.png,29.0,19.0,10.0,16.0,,,0.0,32.0,,2.0,,,1.0,2.0,5.0,,,81.0,48.0,33.0,24.0,58.0,4.0,,16.0,,,,,,14.0,12.0,2.0,,,52.0,29.0,23.0,1.0,,,0.0,100.0,3.0,8.0,,,27.0,2.0,155.0,,,,,,,,,,,25.0,19.0,37.0,,,42.0,,,,,,,,,3.0,4.0,7.0,,6.0,9.0,1.0,1.0,,6.0,7.0,,4.0,4.0,117.0,84.0,37.0,116.0,2.0,10.0,38.0,1.0,1.0,4.0,575.0,19.0,1.0,5.0,5.0,92.0,159.0,,7.0,120.0,12.0,20.0,39.0,291.0,1.0,14.0,13.0,5.0,3.0,,6.0,40.0,13.0,33.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/febas,6154,febas,Aleix Febas,A. Febas,Aleix,Febas,male,1996-02-02T00:00:00+00:00,Lérida,61.0,171.0,False,,https://instagram.com/febasaleix,ES,Málaga CF,MGA,1994-06-29T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/malaga.png,14.0,Midfielder,,La Rosaleda,https://assets.laliga.com/assets/2019/08/12/medium/b1cf44da3b0fe0511b42a6ab3ef10862.png,24.0,20.0,4.0,19.0,1.0,,2.0,116.0,3.0,1.0,,1.0,,2.0,4.0,,,242.0,113.0,129.0,62.0,154.0,12.0,,19.0,,,1.0,,2.0,21.0,19.0,2.0,2.0,,218.0,93.0,125.0,,,,0.0,10.0,15.0,25.0,,,126.0,2.0,566.0,,,1.0,,,,,,2.0,,27.0,13.0,88.0,,2.0,181.0,,,,,,,,,3.0,7.0,16.0,,12.0,3.0,,2.0,2.0,31.0,20.0,,5.0,14.0,462.0,323.0,152.0,459.0,19.0,19.0,42.0,3.0,,,1414.0,64.0,4.0,15.0,56.0,226.0,577.0,,10.0,473.0,38.0,53.0,104.0,914.0,,5.0,5.0,29.0,2.0,,9.0,86.0,23.0,95.0,0.0,2.0
LaLiga Santander,https://www.laliga.com/en-ES/player/aleix-gorjon,25330,aleix-gorjon,Aleix Gorjón,Gorjon,Aleix,Gorjón,male,2002-09-26T00:00:00+00:00,,,,False,,,ES,RCD Espanyol de Barcelona,ESP,1900-10-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/espanyol.png,27.0,Forward,,RCDE Stadium,https://assets.laliga.com/assets/2019/06/17/medium/306cc02af120e092849ddf38954bcb3e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/aleix-v-c,898,aleix-v-c,Aleix Vidal,Aleix V.c,Aleix,Vidal,male,1989-08-21T00:00:00+00:00,Puigpelat,70.0,177.0,True,,https://instagram.com/av22oficial,ES,RCD Espanyol de Barcelona,ESP,1900-10-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/espanyol.png,22.0,Defender,https://assets.laliga.com/squad/2021/t177/p79627/512x556/p79627_t177_2021_1_001_000.png,RCDE Stadium,https://assets.laliga.com/assets/2019/06/17/medium/306cc02af120e092849ddf38954bcb3e.png,20.0,10.0,10.0,31.0,,,1.0,221.0,2.0,6.0,,2.0,,4.0,10.0,,,168.0,84.0,84.0,44.0,279.0,15.0,,31.0,,,,,2.0,34.0,34.0,,2.0,,148.0,74.0,74.0,3.0,,,1.0,91.0,25.0,26.0,,,358.0,1.0,866.0,,,1.0,,,,,,4.0,,45.0,13.0,127.0,,2.0,45.0,,,,,,,,,1.0,3.0,21.0,,12.0,10.0,3.0,14.0,10.0,12.0,20.0,4.0,,34.0,713.0,423.0,338.0,713.0,6.0,25.0,38.0,,19.0,116.0,1905.0,35.0,25.0,24.0,31.0,279.0,903.0,,4.0,747.0,31.0,18.0,156.0,1352.0,,38.0,36.0,20.0,17.0,1.0,45.0,135.0,59.0,111.0,1.0,10.0
LaLiga Santander,https://www.laliga.com/en-ES/player/alejandro-perez,18852,alejandro-perez,Alejandro Pérez Cea,Alejandro,Alejandro,Pérez Cea,male,2001-01-07T00:00:00+00:00,,,,False,,,ES,RCD Espanyol de Barcelona,ESP,1900-10-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/espanyol.png,38.0,Midfielder,,RCDE Stadium,https://assets.laliga.com/assets/2019/06/17/medium/306cc02af120e092849ddf38954bcb3e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/alejandro-asensio,25787,alejandro-asensio,Alejandro Asensio,Vere,Alejandro,Asensio,male,2000-09-14T00:00:00+00:00,,,,False,,,ES,Rayo Vallecano,RAY,1924-05-20T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/rayo.png,34.0,Forward,,Estadio de Vallecas,https://assets.laliga.com/assets/2019/08/12/medium/b86a37d70be8931c079066cc8c48817f.png,1.0,,1.0,2.0,,,0.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,0.0,100.0,,1.0,,,1.0,,7.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,2.0,,1.0,1.0,,,,,1.0,6.0,4.0,3.0,5.0,,,38.0,,,,12.0,,,,,3.0,7.0,,1.0,6.0,,2.0,1.0,11.0,,,,,,,,1.0,,1.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/alejandro-cantero,19064,alejandro-cantero,Alejandro Cantero,Cantero,Alejandro,Cantero,male,2000-06-08T00:00:00+00:00,Madrid,,,False,,,ES,Levante UD,LEV,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,29.0,Forward,https://assets.laliga.com/squad/2021/t855/p494567/512x556/p494567_t855_2021_1_001_000.png,Estadio Ciutat de València,https://assets.laliga.com/assets/2021/07/21/medium/ae79ef9d1c26baf8602706ba1acef94b.png,16.0,13.0,3.0,25.0,1.0,,0.0,32.0,1.0,,,,,,2.0,,,69.0,48.0,21.0,17.0,31.0,11.0,,25.0,,,1.0,,,16.0,14.0,2.0,,,53.0,35.0,18.0,,,1.0,0.0,50.0,1.0,2.0,,,26.0,,116.0,,,,,,,,,2.0,,8.0,2.0,17.0,,,31.0,,,,,,,1.0,,9.0,5.0,4.0,,4.0,21.0,,3.0,3.0,8.0,8.0,1.0,4.0,5.0,78.0,62.0,23.0,77.0,2.0,4.0,38.0,1.0,,4.0,595.0,15.0,,13.0,4.0,77.0,120.0,,14.0,82.0,6.0,29.0,38.0,213.0,,3.0,3.0,7.0,,2.0,3.0,34.0,7.0,35.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/catena,8535,catena,Alejandro Catena,Catena,Alejandro,Catena,male,1994-10-28T00:00:00+00:00,Madrid,82.0,194.0,False,https://twitter.com/catena_94,,ES,Rayo Vallecano,RAY,1924-05-20T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/rayo.png,5.0,Defender,https://assets.laliga.com/squad/2021/t184/p244273/512x556/p244273_t184_2021_1_001_000.png,Estadio de Vallecas,https://assets.laliga.com/assets/2019/08/12/medium/b86a37d70be8931c079066cc8c48817f.png,163.0,41.0,122.0,36.0,1.0,,1.0,103.0,4.0,19.0,,9.0,2.0,,5.0,,,263.0,88.0,175.0,39.0,726.0,11.0,,36.0,,,2.0,,2.0,46.0,40.0,6.0,2.0,,100.0,47.0,53.0,1.0,2.0,,1.0,52.0,30.0,5.0,,,385.0,3.0,1618.0,,,1.0,,,,,,7.0,,25.0,7.0,190.0,,,498.0,,,,,,,,,13.0,6.0,36.0,,,,,,,5.0,24.0,20.0,,220.0,1308.0,401.0,990.0,1171.0,16.0,23.0,38.0,2.0,,2.0,3240.0,6.0,165.0,26.0,14.0,345.0,1712.0,,19.0,1391.0,39.0,42.0,321.0,2093.0,,2.0,2.0,,67.0,,170.0,214.0,109.0,151.0,0.0,8.0
LaLiga Santander,https://www.laliga.com/en-ES/player/pozo-1,4642,pozo-1,Alejandro Pozo,Pozo,Alejandro,Pozo,male,1999-02-22T00:00:00+00:00,Huévar del Aljarafe,70.0,174.0,False,,,ES,UD Almería,ALM,1989-07-17T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/almeria.png,17.0,Midfielder,https://assets.laliga.com/squad/2021/t1564/p234548/512x556/p234548_t1564_2021_1_001_000.png,Estadio de los Juegos Mediterráneos,https://assets.laliga.com/assets/2019/08/12/medium/4b6ebed43e0c33b78228581b6eed6824.png,55.0,30.0,25.0,39.0,3.0,,1.0,304.0,6.0,9.0,,6.0,,2.0,37.0,,,300.0,158.0,142.0,66.0,599.0,10.0,1.0,39.0,,,3.0,,3.0,29.0,22.0,7.0,3.0,,245.0,128.0,117.0,,,,2.0,10.0,43.0,50.0,,1.0,659.0,1.0,1560.0,,,2.0,,,,,,2.0,,76.0,29.0,260.0,,2.0,40.0,,,,,,,,,14.0,6.0,34.0,,12.0,5.0,1.0,16.0,15.0,39.0,33.0,13.0,,94.0,1187.0,673.0,569.0,1132.0,16.0,31.0,42.0,2.0,33.0,308.0,3174.0,81.0,41.0,25.0,32.0,644.0,1602.0,,20.0,1226.0,47.0,76.0,376.0,2549.0,,85.0,85.0,57.0,59.0,,125.0,355.0,106.0,251.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/alejandro-primo,26557,alejandro-primo,Alejandro Primo,A. Primo,Alejandro,Primo,male,2004-07-10T00:00:00+00:00,,,,False,,,ES,Levante UD,LEV,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,45.0,Goalkeeper,,Estadio Ciutat de València,https://assets.laliga.com/assets/2021/07/21/medium/ae79ef9d1c26baf8602706ba1acef94b.png,,,,1.0,,,0.0,,,,,,,,,,,,,,,12.0,,,1.0,8.0,,,,,1.0,1.0,,,,,,,,,,0.0,28.0,,,,,3.0,,16.0,,,,,,,,,,,,,2.0,,,10.0,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,3.0,12.0,2.0,18.0,17.0,,,38.0,,,,90.0,,,,,5.0,25.0,,,20.0,,,5.0,26.0,,,,,3.0,,5.0,3.0,2.0,,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/sedlar,12109,sedlar,Aleksander Sedlar,Sedlar,Aleksander,Sedlar,male,1991-12-13T00:00:00+00:00,Novi Sad,79.0,178.0,False,,,RS,RCD Mallorca,MLL,1916-03-06T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/mallorca.png,20.0,Defender,https://assets.laliga.com/squad/2021/t181/p215792/512x556/p215792_t181_2021_1_001_000.png,Visit Mallorca Estadi,https://assets.laliga.com/assets/2019/08/07/medium/6f67f604b5025b10ef0dc14d700586ae.png,13.0,5.0,8.0,10.0,,,0.0,15.0,,4.0,,,,,,,,35.0,16.0,19.0,8.0,66.0,2.0,,10.0,,,,,,9.0,7.0,2.0,,,22.0,11.0,11.0,,,,0.0,100.0,5.0,2.0,,,47.0,,171.0,,,,,,,,,,,2.0,,22.0,1.0,,47.0,,,,,,,,,,,3.0,,,7.0,,,,,3.0,4.0,,9.0,140.0,37.0,106.0,134.0,2.0,3.0,38.0,,,,401.0,,18.0,9.0,6.0,36.0,175.0,1.0,,143.0,5.0,1.0,32.0,222.0,,,,,6.0,,13.0,18.0,14.0,19.0,0.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/alessandro-burlamaqui,23122,alessandro-burlamaqui,Alessandro Burlamaqui,Burlamaqui,Alessandro,Burlamaqui,male,2002-02-18T00:00:00+00:00,,70.0,179.0,False,,,PE,Valencia CF,VAL,1919-03-18T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/valencia.png,36.0,Midfielder,https://assets.laliga.com/squad/2021/t191/p479704/512x556/p479704_t191_2021_1_001_000.png,Camp de Mestalla,https://assets.laliga.com/assets/2019/06/17/medium/984682326cdbb55f5034778b7690a795.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/berenguer,1593,berenguer,Alejandro Berenguer Remiro,Berenguer,Alejandro,Berenguer Remiro,male,1995-07-04T00:00:00+00:00,Pamplona,73.0,175.0,False,https://twitter.com/alejandritoBR,https://instagram.com/alejandro_berenguer/,ES,Athletic Club,ATH,1898-12-31T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/athletic.png,7.0,Forward,https://assets.laliga.com/squad/2021/t174/p195385/512x556/p195385_t174_2021_1_001_000.png,Estadio San Mamés,https://assets.laliga.com/assets/2019/06/17/medium/f020571f7c260516dfab3b9dc5df6348.png,110.0,59.0,51.0,34.0,6.0,1.0,1.0,183.0,12.0,2.0,,5.0,,73.0,28.0,,,386.0,213.0,173.0,85.0,242.0,17.0,,34.0,,,6.0,,3.0,17.0,16.0,1.0,3.0,,276.0,154.0,122.0,3.0,1.0,1.0,2.0,45.0,16.0,37.0,,,207.0,14.0,677.0,,,,,,,1.0,,1.0,,79.0,38.0,105.0,,2.0,85.0,,,,,,,,,18.0,16.0,24.0,,13.0,10.0,15.0,31.0,13.0,33.0,41.0,2.0,19.0,17.0,475.0,398.0,146.0,496.0,19.0,26.0,38.0,7.0,2.0,4.0,2172.0,74.0,14.0,44.0,46.0,482.0,717.0,,34.0,513.0,45.0,86.0,204.0,1344.0,34.0,114.0,70.0,38.0,15.0,2.0,36.0,280.0,38.0,168.0,1.0,8.0
LaLiga Santander,https://www.laliga.com/en-ES/player/alex-petxa,19216,alex-petxa,Alex Petxarroman,Petxarroman,Alex,Petxarroman,male,1997-02-06T00:00:00+00:00,,,,False,,,ES,Athletic Club,ATH,1898-12-31T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/athletic.png,2.0,Defender,https://assets.laliga.com/squad/2021/t174/p233996/512x556/p233996_t174_2021_1_001_000.png,Estadio San Mamés,https://assets.laliga.com/assets/2019/06/17/medium/f020571f7c260516dfab3b9dc5df6348.png,14.0,8.0,6.0,17.0,,,0.0,29.0,1.0,2.0,,,,,4.0,,,64.0,31.0,33.0,11.0,84.0,6.0,,17.0,,,,,,8.0,7.0,1.0,,,50.0,23.0,27.0,1.0,,,0.0,42.0,4.0,1.0,,,76.0,,204.0,,,,,,,,,,,9.0,6.0,28.0,,,21.0,,,,,,,,,,1.0,1.0,,,16.0,,,,3.0,4.0,3.0,,13.0,152.0,85.0,73.0,145.0,3.0,9.0,38.0,2.0,8.0,35.0,401.0,9.0,6.0,11.0,12.0,93.0,210.0,,1.0,158.0,12.0,4.0,52.0,347.0,,13.0,13.0,6.0,5.0,,17.0,48.0,17.0,35.0,0.0,4.0
LaLiga Santander,https://www.laliga.com/en-ES/player/alex-tirlea,25272,alex-tirlea,Alexandru Mircea Tirlea,Tirlea,Alexandru Mircea,Tirlea,male,2000-03-28T00:00:00+00:00,Alcalá de Hernares,,182.0,False,,,RO,Deportivo Alavés,ALA,1921-01-23T00:00:00+0000,https://assets.laliga.com/assets/2020/09/01/medium/27002754a98bf535807fe49a24cc63ea.png,36.0,Midfielder,,Mendizorroza,https://assets.laliga.com/assets/2019/06/17/medium/6b906780ba96aa6689192fb9afcaac6b.png,1.0,1.0,,1.0,,,0.0,2.0,,,,,,,,,,4.0,2.0,2.0,1.0,4.0,,,1.0,,,,,,,,,,,3.0,1.0,2.0,,,,0.0,1.0,,,,,1.0,,6.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,4.0,2.0,4.0,5.0,,,38.0,,,6.0,14.0,1.0,1.0,,,4.0,7.0,,,5.0,,,2.0,20.0,,1.0,1.0,1.0,,,,1.0,2.0,2.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/isak,6479,isak,Alexander Isak,Isak,Alexander,Isak,male,1999-09-21T00:00:00+00:00,Solna,70.0,190.0,False,,,SE,Real Sociedad,RSO,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/real-sociedad.png,19.0,Forward,https://assets.laliga.com/squad/2021/t188/p219168/512x556/p219168_t188_2021_1_001_000.png,Reale Arena,https://assets.laliga.com/assets/2019/10/03/medium/b20727f80d7b4c9d5ad18acec9b663c5.png,63.0,34.0,29.0,32.0,2.0,3.0,3.0,127.0,19.0,2.0,,1.0,,1.0,20.0,,,262.0,153.0,109.0,59.0,92.0,12.0,,32.0,,,2.0,,6.0,21.0,17.0,4.0,5.0,1.0,199.0,119.0,80.0,2.0,,4.0,3.0,46.0,3.0,18.0,,1.0,104.0,15.0,382.0,,,,,,,2.0,2.0,2.0,,36.0,12.0,56.0,,5.0,94.0,,,,,,,,1.0,19.0,35.0,26.0,,21.0,6.0,,3.0,3.0,44.0,22.0,,19.0,5.0,275.0,234.0,79.0,305.0,3.0,4.0,38.0,5.0,2.0,3.0,2155.0,80.0,7.0,32.0,30.0,266.0,417.0,,54.0,310.0,7.0,142.0,107.0,803.0,,14.0,14.0,44.0,4.0,1.0,7.0,102.0,19.0,100.0,2.0,6.0
LaLiga Santander,https://www.laliga.com/en-ES/player/alexander-sorloth,12902,alexander-sorloth,Alexander Sørloth,Sørloth,Alexander,Sørloth,male,1995-12-05T00:00:00+00:00,Trondheim,90.0,195.0,False,,,NO,Real Sociedad,RSO,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/real-sociedad.png,23.0,Forward,https://assets.laliga.com/squad/2021/t188/p143877/512x556/p143877_t188_2021_1_001_000.png,Reale Arena,https://assets.laliga.com/assets/2019/10/03/medium/b20727f80d7b4c9d5ad18acec9b663c5.png,100.0,49.0,51.0,33.0,,,3.0,139.0,9.0,1.0,,5.0,,1.0,14.0,,,288.0,165.0,123.0,74.0,74.0,13.0,2.0,33.0,,,,,4.0,18.0,17.0,1.0,3.0,1.0,188.0,116.0,72.0,3.0,1.0,2.0,1.0,100.0,4.0,23.0,,3.0,122.0,12.0,421.0,,,,,,,,,3.0,,29.0,13.0,61.0,,,112.0,,,,,,,,,13.0,13.0,20.0,,12.0,13.0,,,,38.0,38.0,,16.0,8.0,303.0,233.0,96.0,321.0,13.0,7.0,38.0,1.0,,2.0,1760.0,80.0,15.0,29.0,14.0,285.0,447.0,,26.0,329.0,20.0,106.0,118.0,802.0,,9.0,9.0,28.0,3.0,1.0,8.0,107.0,20.0,110.0,1.0,2.0
LaLiga Santander,https://www.laliga.com/en-ES/player/alfonso-1,7551,alfonso-1,Alfonso González Martínez,Alfonso,Alfonso,González Martínez,male,1999-05-04T00:00:00+00:00,Albacete,60.0,172.0,False,,,ES,RC Celta,CEL,1923-08-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/celta.png,32.0,Forward,https://assets.laliga.com/squad/2021/t176/p446814/512x556/p446814_t176_2021_1_001_000.png,Estadio ABANCA Balaídos,https://assets.laliga.com/assets/2019/06/17/medium/0aef263ef366bd0b81369408adb27cd6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/a-espino,9681,a-espino,Alfonso Espino,A. Espino,Alfonso,Espino,male,1992-01-05T00:00:00+00:00,San Jacinto,71.0,172.0,False,,,UY,Cádiz CF,CAD,1910-09-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/cadiz.png,22.0,Defender,https://assets.laliga.com/squad/2021/t1737/p178424/512x556/p178424_t1737_2021_1_001_000.png,Estadio Nuevo Mirandilla,https://assets.laliga.com/assets/2019/08/12/medium/ec810605f774c1a9a3ed75de01826124.png,100.0,54.0,46.0,37.0,2.0,,1.0,133.0,3.0,10.0,,12.0,,2.0,31.0,,,433.0,213.0,220.0,83.0,639.0,33.0,,37.0,,,2.0,,2.0,51.0,47.0,4.0,2.0,,333.0,159.0,174.0,3.0,,2.0,1.0,48.0,54.0,33.0,,2.0,86.0,6.0,1232.0,,,1.0,,,,,,11.0,,98.0,35.0,278.0,,,416.0,,,,,,,,,17.0,7.0,37.0,,1.0,,1.0,30.0,27.0,24.0,35.0,18.0,,81.0,786.0,445.0,406.0,740.0,44.0,63.0,38.0,5.0,80.0,241.0,3329.0,44.0,76.0,50.0,43.0,756.0,1274.0,,24.0,821.0,107.0,45.0,453.0,2321.0,1.0,120.0,110.0,23.0,81.0,,174.0,420.0,153.0,279.0,1.0,6.0
LaLiga Santander,https://www.laliga.com/en-ES/player/alfonso-p,13394,alfonso-p,Alfonso Pastor,Alfonso P.,Alfonso,Pastor,male,2000-10-04T00:00:00+00:00,Bujalance,78.0,189.0,False,,,ES,Sevilla FC,SEV,1905-10-14T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/sevilla.png,33.0,Goalkeeper,https://assets.laliga.com/squad/2021/t179/p436216/512x556/p436216_t179_2021_1_001_000.png,Ramón Sánchez-Pizjuán,https://assets.laliga.com/assets/2021/01/20/medium/5a52ab192cd4e4b1cc3e3a752d99c4e8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/a-pedraza,1809,a-pedraza,Alfonso Pedraza,A. Pedraza,Alfonso,Pedraza,male,1996-04-09T00:00:00+00:00,San Sebastián de los Ballesteros,73.0,184.0,False,https://twitter.com/Alfonsopedraza9,https://instagram.com/alfonsopedraza9,ES,Villarreal CF,VIL,1923-03-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/villarreal.png,24.0,Forward,https://assets.laliga.com/squad/2021/t449/p208380/512x556/p208380_t449_2021_1_001_000.png,Estadio de la Cerámica,https://assets.laliga.com/assets/2019/10/03/medium/ac940b8f6681d614e337d20d5bf7f0a8.png,28.0,14.0,14.0,28.0,4.0,,3.0,177.0,4.0,3.0,,3.0,,,32.0,,,221.0,116.0,105.0,59.0,276.0,21.0,,28.0,,,4.0,,4.0,18.0,17.0,1.0,4.0,,193.0,102.0,91.0,,1.0,2.0,1.0,49.0,31.0,20.0,,2.0,24.0,2.0,723.0,,,,,,,,,,,60.0,9.0,119.0,,1.0,255.0,,,,,,,,,10.0,8.0,19.0,,11.0,9.0,,16.0,16.0,31.0,27.0,2.0,1.0,19.0,558.0,349.0,232.0,546.0,18.0,16.0,38.0,,32.0,142.0,1703.0,49.0,29.0,35.0,26.0,383.0,732.0,,18.0,565.0,34.0,83.0,167.0,1341.0,,85.0,85.0,30.0,29.0,,54.0,193.0,59.0,113.0,1.0,2.0
LaLiga Santander,https://www.laliga.com/en-ES/player/nyom,421,nyom,Allan-Roméo Nyom,Nyom,Allan-Roméo,Nyom,male,1988-05-10T00:00:00+00:00,Neuilly-sur-Seine,78.0,188.0,True,https://twitter.com/AllanNyom,,CM,CD Leganés,LEG,1928-06-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/leganes.png,22.0,Defender,https://assets.laliga.com/squad/2021/t957/p67527/512x556/p67527_t957_2021_1_001_000.png,Estadio Municipal Butarque,https://assets.laliga.com/assets/2019/10/03/medium/2b7303ff6a9beaf1b4dc88599116df55.png,44.0,19.0,25.0,16.0,1.0,,0.0,69.0,,5.0,,6.0,,,6.0,,,119.0,47.0,72.0,21.0,255.0,5.0,,16.0,,,1.0,,1.0,14.0,12.0,2.0,1.0,,75.0,28.0,47.0,1.0,1.0,,1.0,10.0,7.0,7.0,,,150.0,3.0,534.0,,1.0,,,,,,,3.0,,23.0,6.0,95.0,,,69.0,,,,,,,,,,1.0,15.0,,3.0,1.0,,11.0,11.0,6.0,10.0,8.0,1.0,32.0,394.0,187.0,225.0,369.0,11.0,15.0,42.0,,7.0,61.0,1263.0,9.0,30.0,17.0,17.0,196.0,543.0,,1.0,401.0,26.0,6.0,142.0,797.0,,21.0,20.0,6.0,40.0,,65.0,122.0,41.0,77.0,1.0,5.0
